frame,left,right
000076.jpg,0.24,0.24
000077.jpg,0.24,0.24
000078.jpg,0.24,0.24
000079.jpg,0.24,0.24
000080.jpg,0.312,0.1339
000081.jpg,0.312,-0.088
000082.jpg,0.312,-0.088
000083.jpg,0.312,-0.088
000084.jpg,0.312,-0.088
000085.jpg,0.24,0.0181
000086.jpg,0.24,0.224
000087.jpg,0.24,0.24
000088.jpg,0.24,0.24
000089.jpg,0.24,0.24
000090.jpg,0.312,0.1339
000091.jpg,0.312,-0.0782
000092.jpg,0.312,-0.088
000093.jpg,0.312,-0.088
000094.jpg,0.24,0.224
000095.jpg,0.24,0.24
000096.jpg,0.24,0.24
000097.jpg,0.312,0.0216
000098.jpg,0.312,-0.088
000099.jpg,0.312,-0.088
000100.jpg,0.24,0.0181
000101.jpg,0.24,0.2302
000102.jpg,0.24,0.24
000103.jpg,0.312,-0.0782
000104.jpg,0.312,-0.088
000105.jpg,0.312,-0.088
000106.jpg,0.312,-0.088
000107.jpg,0.312,-0.088
000108.jpg,0.312,-0.088
000109.jpg,0.312,-0.088
000110.jpg,0.312,-0.088
000111.jpg,0.312,-0.088
000112.jpg,0.312,-0.088
000113.jpg,0.312,-0.088
000114.jpg,0.24,0.1242
000115.jpg,0.24,0.24
000116.jpg,0.24,0.24
000117.jpg,0.24,0.24
000118.jpg,0.24,0.24
000119.jpg,0.24,0.24
000120.jpg,0.24,0.24
000121.jpg,0.24,0.24
000122.jpg,0.24,0.24
000123.jpg,0.24,0.24
000124.jpg,0.24,0.24
000125.jpg,0.24,0.24
000126.jpg,0.1339,0.312
000127.jpg,-0.0782,0.312
000128.jpg,-0.088,0.312
000129.jpg,0.1242,0.24
000130.jpg,0.24,0.24
000131.jpg,0.24,0.24
000132.jpg,0.24,0.24
000133.jpg,0.24,0.24
000134.jpg,0.24,0.24
000135.jpg,0.24,0.24
000136.jpg,0.24,0.24
000137.jpg,0.24,0.24
000138.jpg,0.24,0.24
000139.jpg,0.1339,0.312
000140.jpg,-0.0782,0.312
000141.jpg,-0.088,0.312
000142.jpg,-0.088,0.312
000143.jpg,-0.088,0.312
000144.jpg,-0.088,0.312
000145.jpg,0.0181,0.24
000146.jpg,0.2302,0.24
000147.jpg,0.24,0.24
000148.jpg,0.24,0.24
000149.jpg,0.24,0.24
000150.jpg,0.24,0.24
000151.jpg,0.24,0.24
000152.jpg,0.24,0.24
000153.jpg,0.24,0.24
000154.jpg,0.1339,0.312
000155.jpg,-0.0782,0.312
000156.jpg,0.0181,0.24
000157.jpg,0.2302,0.24
000158.jpg,0.24,0.24
000159.jpg,0.24,0.24
000160.jpg,0.24,0.24
000161.jpg,0.24,0.24
000162.jpg,0.24,0.24
000163.jpg,0.24,0.24
000164.jpg,0.24,0.24
000165.jpg,0.24,0.24
000166.jpg,0.24,0.24
000167.jpg,0.24,0.24
000168.jpg,0.24,0.24
000169.jpg,0.24,0.24
000170.jpg,0.24,0.24
000171.jpg,0.24,0.24
000172.jpg,0.24,0.24
000173.jpg,0.24,0.24
000174.jpg,0.312,0.0278
000175.jpg,0.312,-0.088
000176.jpg,0.24,0.0181
000177.jpg,0.24,0.2302
000178.jpg,0.24,0.24
000179.jpg,0.24,0.24
000180.jpg,0.24,0.24
000181.jpg,0.24,0.24
000182.jpg,0.24,0.24
000183.jpg,0.24,0.24
000184.jpg,0.24,0.24
000185.jpg,0.24,0.24
000186.jpg,0.24,0.24
000187.jpg,0.312,0.1339
000188.jpg,0.312,-0.088
000189.jpg,0.24,0.1242
000190.jpg,0.24,0.24
000191.jpg,0.24,0.24
000192.jpg,0.24,0.24
000193.jpg,0.24,0.24
000194.jpg,0.24,0.24
000195.jpg,0.24,0.24
000196.jpg,0.24,0.24
000197.jpg,0.24,0.24
000198.jpg,0.24,0.24
000199.jpg,0.24,0.24
000200.jpg,0.24,0.24
000201.jpg,0.24,0.24
000202.jpg,0.24,0.24
000203.jpg,0.24,0.24
000204.jpg,0.24,0.24
000205.jpg,0.24,0.24
000206.jpg,0.312,0.1339
000207.jpg,0.312,-0.0782
000208.jpg,0.312,-0.088
000209.jpg,0.312,-0.088
000210.jpg,0.312,-0.088
000211.jpg,0.312,-0.088
000212.jpg,0.312,-0.088
000213.jpg,0.312,-0.088
000214.jpg,0.312,-0.088
000215.jpg,0.312,-0.088
000216.jpg,0.312,-0.088
000217.jpg,0.312,-0.088
000218.jpg,0.312,-0.088
000219.jpg,0.312,-0.088
000220.jpg,0.312,-0.088
000221.jpg,0.312,-0.088
000222.jpg,0.312,-0.088
000223.jpg,0.312,-0.088
000224.jpg,0.312,-0.088
000225.jpg,0.312,-0.088
000226.jpg,0.312,-0.088
000227.jpg,0.312,-0.088
000228.jpg,0.312,-0.088
000229.jpg,0.312,-0.088
000230.jpg,0.312,-0.088
000231.jpg,0.312,-0.088
000232.jpg,0.312,-0.088
000233.jpg,0.24,0.1242
000234.jpg,0.24,0.24
000235.jpg,0.24,0.24
000236.jpg,0.24,0.24
000237.jpg,0.24,0.24
000238.jpg,0.24,0.24
000239.jpg,0.24,0.24
000240.jpg,0.24,0.24
000241.jpg,0.24,0.24
000242.jpg,0.24,0.24
000243.jpg,0.24,0.24
000244.jpg,0.24,0.24
000245.jpg,0.24,0.24
000246.jpg,0.24,0.24
000247.jpg,0.24,0.24
000248.jpg,0.24,0.24
000249.jpg,0.24,0.24
000250.jpg,0.24,0.24
000251.jpg,0.24,0.24
000252.jpg,0.24,0.24
000253.jpg,0.24,0.24
000254.jpg,0.24,0.24
000255.jpg,0.24,0.24
000256.jpg,0.24,0.24
000257.jpg,0.0278,0.312
000258.jpg,-0.088,0.312
000259.jpg,-0.088,0.312
000260.jpg,-0.088,0.312
000261.jpg,-0.088,0.312
000262.jpg,-0.088,0.312
000263.jpg,-0.088,0.312
000264.jpg,-0.088,0.312
000265.jpg,-0.088,0.312
000266.jpg,-0.088,0.312
000267.jpg,-0.088,0.312
000268.jpg,-0.088,0.312
000269.jpg,-0.088,0.312
000270.jpg,-0.088,0.312
000271.jpg,-0.088,0.312
000272.jpg,-0.088,0.312
000273.jpg,-0.088,0.312
000274.jpg,-0.088,0.312
000275.jpg,-0.088,0.312
000276.jpg,-0.088,0.312
000277.jpg,-0.088,0.312
000278.jpg,-0.088,0.312
000279.jpg,-0.088,0.312
000280.jpg,-0.088,0.312
000281.jpg,-0.088,0.312
000282.jpg,-0.088,0.312
000283.jpg,-0.088,0.312
000284.jpg,-0.088,0.312
000285.jpg,-0.088,0.312
000286.jpg,0.0181,0.24
000287.jpg,0.24,0.24
000288.jpg,0.24,0.24
000289.jpg,0.24,0.24
000290.jpg,0.24,0.24
000291.jpg,0.24,0.24
000292.jpg,0.24,0.24
000293.jpg,0.24,0.24
000294.jpg,0.24,0.24
000295.jpg,0.24,0.24
000296.jpg,0.24,0.24
000297.jpg,0.24,0.24
000298.jpg,0.24,0.24
000299.jpg,0.24,0.24
000300.jpg,0.24,0.24
000301.jpg,0.24,0.24
000302.jpg,0.24,0.24
000303.jpg,0.24,0.24
000304.jpg,0.24,0.24
000305.jpg,0.312,0.0278
000306.jpg,0.312,-0.088
000307.jpg,0.312,-0.088
000308.jpg,0.312,-0.088
000309.jpg,0.312,-0.088
000310.jpg,0.312,-0.088
000311.jpg,0.312,-0.088
000312.jpg,0.312,-0.088
000313.jpg,0.312,-0.088
000314.jpg,0.312,-0.088
000315.jpg,0.312,-0.088
000316.jpg,0.312,-0.088
000317.jpg,0.312,-0.088
000318.jpg,0.312,-0.088
000319.jpg,0.312,-0.088
000320.jpg,0.312,-0.088
000321.jpg,0.312,-0.088
000322.jpg,0.312,-0.088
000323.jpg,0.312,-0.088
000324.jpg,0.312,-0.088
000325.jpg,0.312,-0.088
000326.jpg,0.312,-0.088
000327.jpg,0.24,0.1242
000328.jpg,0.24,0.24
000329.jpg,0.24,0.24
000330.jpg,0.24,0.24
000331.jpg,0.24,0.24
000332.jpg,0.24,0.24
000333.jpg,0.24,0.24
000334.jpg,0.24,0.24
000335.jpg,0.24,0.24
000336.jpg,0.24,0.24
000337.jpg,0.24,0.24
000338.jpg,0.24,0.24
000339.jpg,0.312,0.0278
000340.jpg,0.312,-0.088
000341.jpg,0.312,-0.088
000342.jpg,0.24,0.1242
000343.jpg,0.24,0.24
000344.jpg,0.24,0.24
000345.jpg,0.24,0.24
000346.jpg,0.24,0.24
000347.jpg,0.24,0.24
000348.jpg,0.24,0.24
000349.jpg,0.24,0.24
000350.jpg,0.24,0.24
000351.jpg,0.24,0.24
000352.jpg,0.24,0.24
000353.jpg,0.24,0.24
000354.jpg,0.24,0.24
000355.jpg,0.24,0.24
000356.jpg,0.24,0.24
000357.jpg,0.24,0.24
000358.jpg,0.24,0.24
000359.jpg,0.24,0.24
000360.jpg,0.1402,0.312
000361.jpg,-0.0658,0.312
000362.jpg,-0.088,0.312
000363.jpg,-0.088,0.312
000364.jpg,0.1242,0.24
000365.jpg,0.24,0.24
000366.jpg,0.24,0.24
000367.jpg,0.24,0.24
000368.jpg,0.24,0.24
000369.jpg,0.24,0.24
000370.jpg,0.24,0.24
000371.jpg,0.24,0.24
000372.jpg,0.24,0.24
000373.jpg,0.24,0.24
000374.jpg,0.312,0.0278
000375.jpg,0.312,-0.088
000376.jpg,0.24,0.0181
000377.jpg,0.24,0.24
000378.jpg,0.24,0.24
000379.jpg,0.24,0.24
000380.jpg,0.24,0.24
000381.jpg,0.24,0.24
000382.jpg,0.24,0.24
000383.jpg,0.312,0.1339
000384.jpg,0.312,-0.0782
000385.jpg,0.312,-0.088
000386.jpg,0.312,-0.088
000387.jpg,0.24,0.1179
000388.jpg,0.24,0.24
000389.jpg,0.24,0.24
000390.jpg,0.24,0.24
000391.jpg,0.24,0.24
000392.jpg,0.24,0.24
000393.jpg,0.24,0.24
000394.jpg,0.24,0.24
000395.jpg,0.24,0.24
000396.jpg,0.24,0.24
000397.jpg,0.24,0.24
000398.jpg,0.312,0.1339
000399.jpg,0.312,-0.0782
000400.jpg,0.312,-0.088
000401.jpg,0.312,-0.088
000402.jpg,0.24,0.224
000403.jpg,0.24,0.24
000404.jpg,0.24,0.24
000405.jpg,0.24,0.24
000406.jpg,0.24,0.24
000407.jpg,0.24,0.24
000408.jpg,0.24,0.24
000409.jpg,0.24,0.24
000410.jpg,0.24,0.24
000411.jpg,0.24,0.24
000412.jpg,0.24,0.24
000413.jpg,0.24,0.24
000414.jpg,0.0278,0.312
000415.jpg,-0.088,0.312
000416.jpg,0.0181,0.24
000417.jpg,0.2302,0.24
000418.jpg,0.24,0.24
000419.jpg,0.24,0.24
000420.jpg,0.24,0.24
000421.jpg,0.24,0.24
000422.jpg,0.24,0.24
000423.jpg,0.24,0.24
000424.jpg,0.24,0.24
000425.jpg,0.24,0.24
000426.jpg,0.24,0.24
000427.jpg,0.24,0.24
000428.jpg,0.24,0.24
000429.jpg,0.24,0.24
000430.jpg,0.24,0.24
000431.jpg,0.312,0.1339
000432.jpg,0.312,-0.0782
000433.jpg,0.312,-0.088
000434.jpg,0.312,-0.088
000435.jpg,0.312,-0.088
000436.jpg,0.312,-0.088
000437.jpg,0.24,0.1242
000438.jpg,0.24,0.24
000439.jpg,0.24,0.24
000440.jpg,0.24,0.24
000441.jpg,0.24,0.24
000442.jpg,0.24,0.24
000443.jpg,0.312,-0.0782
000444.jpg,0.312,-0.088
000445.jpg,0.312,-0.088
000446.jpg,0.312,-0.088
000447.jpg,0.312,-0.088
000448.jpg,0.24,0.1242
000449.jpg,0.24,0.24
000450.jpg,0.24,0.24
000451.jpg,0.24,0.24
000452.jpg,0.312,-0.0782
000453.jpg,0.312,-0.088
000454.jpg,0.312,-0.088
000455.jpg,0.312,-0.088
000456.jpg,0.312,-0.088
000457.jpg,0.312,-0.088
000458.jpg,0.312,-0.088
000459.jpg,0.312,-0.088
000460.jpg,0.312,-0.088
000461.jpg,0.24,0.0181
000462.jpg,0.24,0.2302
000463.jpg,0.24,0.24
000464.jpg,0.24,0.24
000465.jpg,0.312,0.1339
000466.jpg,0.312,-0.0782
000467.jpg,0.312,-0.088
000468.jpg,0.312,-0.088
000469.jpg,0.312,-0.088
000470.jpg,0.24,0.1242
000471.jpg,0.24,0.24
000472.jpg,0.24,0.24
000473.jpg,0.312,0.0278
000474.jpg,0.312,-0.088
000475.jpg,0.312,-0.088
000476.jpg,0.24,0.0181
000477.jpg,0.24,0.2302
000478.jpg,0.24,0.24
000479.jpg,0.24,0.24
000480.jpg,0.24,0.24
000481.jpg,0.24,0.24
000482.jpg,0.24,0.24
000483.jpg,0.24,0.24
000484.jpg,0.24,0.24
000485.jpg,0.24,0.24
000486.jpg,0.24,0.24
000487.jpg,0.1339,0.312
000488.jpg,-0.072,0.312
000489.jpg,-0.088,0.312
000490.jpg,-0.088,0.312
000491.jpg,-0.088,0.312
000492.jpg,0.1242,0.24
000493.jpg,0.24,0.24
000494.jpg,0.24,0.24
000495.jpg,0.24,0.24
000496.jpg,0.1339,0.312
000497.jpg,-0.0782,0.312
000498.jpg,-0.088,0.312
000499.jpg,-0.088,0.312
000500.jpg,-0.088,0.312
000501.jpg,-0.088,0.312
000502.jpg,-0.088,0.312
000503.jpg,-0.088,0.312
000504.jpg,0.2302,0.24
000505.jpg,0.24,0.24
000506.jpg,0.24,0.24
000507.jpg,0.24,0.24
000508.jpg,0.24,0.24
000509.jpg,0.24,0.24
000510.jpg,0.24,0.24
000511.jpg,0.1339,0.312
000512.jpg,-0.0782,0.312
000513.jpg,-0.088,0.312
000514.jpg,0.1242,0.24
000515.jpg,0.24,0.24
000516.jpg,0.24,0.24
000517.jpg,0.24,0.24
000518.jpg,0.24,0.24
000519.jpg,0.24,0.24
000520.jpg,0.24,0.24
000521.jpg,0.24,0.24
000522.jpg,0.24,0.24
000523.jpg,0.312,0.0278
000524.jpg,0.312,-0.088
000525.jpg,0.24,0.0181
000526.jpg,0.24,0.2302
000527.jpg,0.24,0.24
000528.jpg,0.24,0.24
000529.jpg,0.24,0.24
000530.jpg,0.24,0.24
000531.jpg,0.24,0.24
000532.jpg,0.312,0.0278
000533.jpg,0.312,-0.088
000534.jpg,0.24,0.1242
000535.jpg,0.24,0.24
000536.jpg,0.24,0.24
000537.jpg,0.24,0.24
000538.jpg,0.312,0.0278
000539.jpg,0.312,-0.088
000540.jpg,0.312,-0.088
000541.jpg,0.24,0.0181
000542.jpg,0.24,0.2302
000543.jpg,0.24,0.24
000544.jpg,0.24,0.24
000545.jpg,0.24,0.24
000546.jpg,0.24,0.24
000547.jpg,0.24,0.24
000548.jpg,0.24,0.24
000549.jpg,0.24,0.24
000550.jpg,0.24,0.24
000551.jpg,0.24,0.24
000552.jpg,0.24,0.24
000553.jpg,0.24,0.24
000554.jpg,0.24,0.24
000555.jpg,0.24,0.24
000556.jpg,0.24,0.24
000557.jpg,0.24,0.24
000558.jpg,0.24,0.24
000559.jpg,0.24,0.24
000560.jpg,0.24,0.24
000561.jpg,0.24,0.24
000562.jpg,0.24,0.24
000563.jpg,0.24,0.24
000564.jpg,0.24,0.24
000565.jpg,0.24,0.24
000566.jpg,0.24,0.24
000567.jpg,0.312,-0.0782
000568.jpg,0.312,-0.088
000569.jpg,0.312,-0.088
000570.jpg,0.312,-0.088
000571.jpg,0.312,-0.088
000572.jpg,0.312,-0.088
000573.jpg,0.312,-0.088
000574.jpg,0.24,0.1242
000575.jpg,0.24,0.24
000576.jpg,0.312,0.0216
000577.jpg,0.312,-0.088
000578.jpg,0.312,-0.088
000579.jpg,0.312,-0.088
000580.jpg,0.312,-0.088
000581.jpg,0.312,-0.088
000582.jpg,0.312,-0.088
000583.jpg,0.312,-0.088
000584.jpg,0.312,-0.088
000585.jpg,0.312,-0.088
000586.jpg,0.312,-0.088
000587.jpg,0.312,-0.088
000588.jpg,0.312,-0.088
000589.jpg,0.312,-0.088
000590.jpg,0.312,-0.088
000591.jpg,0.312,-0.088
000592.jpg,0.24,0.1242
000593.jpg,0.24,0.24
000594.jpg,0.312,0.0216
000595.jpg,0.24,0.0216
000596.jpg,0.24,0.24
000597.jpg,0.24,0.24
000598.jpg,0.24,0.24
000599.jpg,0.24,0.24
000600.jpg,0.24,0.24
000601.jpg,0.24,0.24
000602.jpg,0.24,0.24
000603.jpg,0.24,0.24
000604.jpg,0.24,0.24
000605.jpg,0.24,0.24
000606.jpg,0.24,0.24
000607.jpg,0.24,0.24
000608.jpg,0.24,0.24
000609.jpg,0.24,0.24
000610.jpg,0.24,0.24
000611.jpg,0.24,0.24
000612.jpg,0.1339,0.312
000613.jpg,-0.0782,0.312
000614.jpg,-0.088,0.312
000615.jpg,-0.088,0.312
000616.jpg,-0.088,0.312
000617.jpg,-0.088,0.312
000618.jpg,-0.088,0.312
000619.jpg,-0.088,0.312
000620.jpg,-0.088,0.312
000621.jpg,-0.088,0.312
000622.jpg,-0.088,0.312
000623.jpg,-0.088,0.312
000624.jpg,-0.088,0.312
000625.jpg,-0.088,0.312
000626.jpg,-0.088,0.312
000627.jpg,-0.088,0.312
000628.jpg,-0.088,0.312
000629.jpg,-0.088,0.312
000630.jpg,-0.088,0.312
000631.jpg,-0.088,0.312
000632.jpg,-0.088,0.312
000633.jpg,-0.088,0.312
000634.jpg,-0.088,0.312
000635.jpg,0.0181,0.24
000636.jpg,0.2302,0.24
000637.jpg,0.24,0.24
000638.jpg,0.24,0.24
000639.jpg,0.24,0.24
000640.jpg,0.24,0.24
000641.jpg,0.0278,0.312
000642.jpg,-0.088,0.312
000643.jpg,-0.088,0.312
000644.jpg,0.1242,0.24
000645.jpg,0.24,0.24
000646.jpg,0.24,0.24
000647.jpg,0.1339,0.312
000648.jpg,-0.072,0.312
000649.jpg,-0.088,0.312
000650.jpg,0.1179,0.24
000651.jpg,0.24,0.24
000652.jpg,0.24,0.24
000653.jpg,0.24,0.24
000654.jpg,0.24,0.24
000655.jpg,0.24,0.24
000656.jpg,0.312,0.0278
000657.jpg,0.312,-0.088
000658.jpg,0.312,-0.088
000659.jpg,0.312,-0.088
000660.jpg,0.312,-0.088
000661.jpg,0.312,-0.088
000662.jpg,0.312,-0.088
000663.jpg,0.312,-0.088
000664.jpg,0.312,-0.088
000665.jpg,0.312,-0.088
000666.jpg,0.312,-0.088
000667.jpg,0.312,-0.088
000668.jpg,0.312,-0.088
000669.jpg,0.312,-0.088
000670.jpg,0.312,-0.088
000671.jpg,0.312,-0.088
000672.jpg,0.312,-0.088
000673.jpg,0.312,-0.088
000674.jpg,0.312,-0.088
000675.jpg,0.312,-0.088
000676.jpg,0.312,-0.088
000677.jpg,0.312,-0.088
000678.jpg,0.312,-0.088
000679.jpg,0.312,-0.088
000680.jpg,0.312,-0.088
000681.jpg,0.24,0.0181
000682.jpg,0.24,0.2302
000683.jpg,0.24,0.24
000684.jpg,0.24,0.24
000685.jpg,0.24,0.24
000686.jpg,0.24,0.24
000687.jpg,0.24,0.24
000688.jpg,0.24,0.24
000689.jpg,0.24,0.24
000690.jpg,0.24,0.24
000691.jpg,0.24,0.24
000692.jpg,0.312,0.0278
000693.jpg,0.312,-0.088
000694.jpg,0.24,0.2302
000695.jpg,0.24,0.24
000696.jpg,0.24,0.24
000697.jpg,0.24,0.24
000698.jpg,0.24,0.24
000699.jpg,0.312,-0.088
000700.jpg,0.24,0.0181
000701.jpg,0.24,0.2302
000702.jpg,0.24,0.24
000703.jpg,0.24,0.24
000704.jpg,0.24,0.24
000705.jpg,0.24,0.24
000706.jpg,0.24,0.24
000707.jpg,0.24,0.24
000708.jpg,0.24,0.24
000709.jpg,0.1339,0.312
000710.jpg,-0.0782,0.312
000711.jpg,-0.088,0.312
000712.jpg,-0.088,0.312
000713.jpg,-0.088,0.312
000714.jpg,-0.088,0.312
000715.jpg,0.1242,0.24
000716.jpg,0.24,0.24
000717.jpg,0.24,0.24
000718.jpg,0.24,0.24
000719.jpg,0.24,0.24
000720.jpg,0.24,0.24
000721.jpg,0.24,0.24
000722.jpg,0.24,0.24
000723.jpg,0.24,0.24
000724.jpg,0.24,0.24
000725.jpg,0.24,0.24
000726.jpg,0.24,0.24
000727.jpg,0.24,0.24
000728.jpg,0.312,0.0278
000729.jpg,0.312,-0.088
000730.jpg,0.312,-0.088
000731.jpg,0.312,-0.088
000732.jpg,0.312,-0.088
000733.jpg,0.312,-0.088
000734.jpg,0.312,-0.088
000735.jpg,0.312,-0.088
000736.jpg,0.312,-0.088
000737.jpg,0.24,0.0118
000738.jpg,0.24,0.24
000739.jpg,0.24,0.24
000740.jpg,0.24,0.24
000741.jpg,0.24,0.24
000742.jpg,0.24,0.24
000743.jpg,0.24,0.24
000744.jpg,0.24,0.24
000745.jpg,0.24,0.24
000746.jpg,0.24,0.24
000747.jpg,0.24,0.24
000748.jpg,0.24,0.24
000749.jpg,0.24,0.24
000750.jpg,0.24,0.24
000751.jpg,0.24,0.24
000752.jpg,0.24,0.24
000753.jpg,0.24,0.24
000754.jpg,0.24,0.24
000755.jpg,0.24,0.24
000756.jpg,0.24,0.24
000757.jpg,0.24,0.24
000758.jpg,0.24,0.24
000759.jpg,0.24,0.24
000760.jpg,0.24,0.24
000761.jpg,0.24,0.24
000762.jpg,0.24,0.24
000763.jpg,0.24,0.24
000764.jpg,0.24,0.24
000765.jpg,0.24,0.24
000766.jpg,0.24,0.24
000767.jpg,0.24,0.24
000768.jpg,0.24,0.24
000769.jpg,0.24,0.24
000770.jpg,0.24,0.24
000771.jpg,0.24,0.24
000772.jpg,0.24,0.24
000773.jpg,0.24,0.24
000774.jpg,0.24,0.24
000775.jpg,0.312,-0.0782
000776.jpg,0.312,-0.088
000777.jpg,0.312,-0.088
000778.jpg,0.312,-0.088
000779.jpg,0.312,-0.088
000780.jpg,0.312,-0.088
000781.jpg,0.24,0.0181
000782.jpg,0.24,0.2302
000783.jpg,0.24,0.24
000784.jpg,0.24,0.24
000785.jpg,0.24,0.24
000786.jpg,0.24,0.24
000787.jpg,0.24,0.24
000788.jpg,0.24,0.24
000789.jpg,0.24,0.24
000790.jpg,0.24,0.24
000791.jpg,0.312,-0.088
000792.jpg,0.312,-0.088
000793.jpg,0.312,-0.088
000794.jpg,0.312,-0.088
000795.jpg,0.312,-0.088
000796.jpg,0.312,-0.088
000797.jpg,0.312,-0.088
000798.jpg,0.24,0.0181
000799.jpg,0.24,0.24
000800.jpg,0.24,0.24
000801.jpg,0.312,0.1339
000802.jpg,0.312,-0.0782
000803.jpg,0.312,-0.088
000804.jpg,0.312,-0.088
000805.jpg,0.312,-0.088
000806.jpg,0.312,-0.088
000807.jpg,0.312,-0.088
000808.jpg,0.312,-0.088
000809.jpg,0.312,-0.088
000810.jpg,0.312,-0.088
000811.jpg,0.312,-0.088
000812.jpg,0.24,0.0181
000813.jpg,0.24,0.24
000814.jpg,0.312,0.1339
000815.jpg,0.312,-0.0782
000816.jpg,0.312,-0.088
000817.jpg,0.24,0.1242
000818.jpg,0.24,0.24
000819.jpg,0.24,0.24
000820.jpg,0.24,0.24
000821.jpg,0.24,0.24
000822.jpg,0.24,0.24
000823.jpg,0.24,0.24
000824.jpg,0.24,0.24
000825.jpg,0.0278,0.312
000826.jpg,-0.088,0.312
000827.jpg,-0.088,0.312
000828.jpg,-0.088,0.312
000829.jpg,-0.088,0.312
000830.jpg,0.1242,0.24
000831.jpg,0.24,0.24
000832.jpg,0.24,0.24
000833.jpg,0.24,0.24
000834.jpg,0.24,0.24
000835.jpg,0.24,0.24
000836.jpg,0.24,0.24
000837.jpg,0.24,0.24
000838.jpg,0.24,0.24
000839.jpg,0.24,0.24
000840.jpg,0.1339,0.312
000841.jpg,-0.072,0.312
000842.jpg,-0.088,0.312
000843.jpg,-0.088,0.312
000844.jpg,-0.088,0.312
000845.jpg,-0.088,0.312
000846.jpg,-0.088,0.312
000847.jpg,0.0181,0.24
000848.jpg,0.224,0.24
000849.jpg,0.24,0.24
000850.jpg,0.24,0.24
000851.jpg,0.24,0.24
000852.jpg,0.24,0.24
000853.jpg,0.24,0.24
000854.jpg,0.24,0.24
000855.jpg,0.24,0.24
000856.jpg,0.24,0.24
000857.jpg,0.1402,0.312
000858.jpg,-0.072,0.312
000859.jpg,-0.088,0.312
000860.jpg,-0.088,0.312
000861.jpg,-0.088,0.312
000862.jpg,0.1242,0.24
000863.jpg,0.24,0.24
000864.jpg,0.24,0.24
000865.jpg,0.24,0.24
000866.jpg,0.24,0.24
000867.jpg,0.24,0.24
000868.jpg,0.24,0.24
000869.jpg,0.312,0.0278
000870.jpg,0.312,-0.088
000871.jpg,0.312,-0.088
000872.jpg,0.312,-0.088
000873.jpg,0.24,0.2302
000874.jpg,0.24,0.24
000875.jpg,0.24,0.24
000876.jpg,0.24,0.24
000877.jpg,0.24,0.24
000878.jpg,0.24,0.24
000879.jpg,0.24,0.24
000880.jpg,0.24,0.24
000881.jpg,0.312,0.0278
000882.jpg,0.312,-0.088
000883.jpg,0.312,-0.088
000884.jpg,0.312,-0.088
000885.jpg,0.24,0.1242
000886.jpg,0.24,0.24
000887.jpg,0.24,0.24
000888.jpg,0.24,0.24
000889.jpg,0.24,0.24
000890.jpg,0.24,0.24
000891.jpg,0.312,0.1339
000892.jpg,0.312,-0.0782
000893.jpg,0.312,-0.088
000894.jpg,0.24,0.0181
000895.jpg,0.24,0.24
000896.jpg,0.24,0.24
000897.jpg,0.24,0.24
000898.jpg,0.24,0.24
000899.jpg,0.24,0.24
000900.jpg,0.0216,0.312
000901.jpg,-0.088,0.312
